,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60
10,31.71404879880262,35.959518069251665,26.34651763969233,28.751187874600376,25.87684455451586,35.8877493372458,27.170751630824213,27.044558699463416,24.86279465744537,35.26818673077189,27.118343040523982,30.600213156229874,32.03312555688077,33.864342252343306,32.2778220260826,30.471916325678173,34.00918290720051,32.88312107829016,26.38255702868364,29.844259022375677,35.839604399644365,35.70084472285629,26.65408799986063,26.537158858588167,27.66769766834957,25.532085978916683,25.904457941358384,34.1276027077712,26.31930739124445,25.372758703057162,31.85495918538979,24.913288171643888,26.18151321361649,26.095138601918077,31.2137970553747,30.06240592451877,25.20402619504664,32.140426590334876,24.25428261765305,31.41712635533335,30.70402111888689,25.681790354911804,25.473255404813735,27.14270485669441,29.83600472906117,33.77929728748036,29.06793796228211,30.021095540795784,33.232919020666515,25.731611043170425,26.25184604769685,24.08798951821969,31.390570883357142,33.891287355043985,25.945894355968317,33.918702358659715,30.522554032692167,29.043010858156485,33.12242349629784,34.12914892065237
11,35.33256934536927,33.14261645293826,31.22740265479441,35.327991842961524,34.201176893187096,33.83394162661464,33.09605142670132,33.06995576273499,26.0051919003007,26.302269615572108,27.777853863197926,26.645609491449452,33.00469828682202,26.49043271773039,33.17633866398475,30.63187095934971,24.28762545046068,34.59404665215274,24.474372112023712,25.667791808598796,35.11520038862092,29.295444864977192,34.269906787135035,24.890805867938308,31.854557309692172,31.23192577269855,34.97475547588409,31.644127231973467,24.806433168652788,31.61266814323192,28.197625430111287,24.57442790453113,25.92177484040309,30.65170990062933,29.490910545869717,28.85733881650789,30.394429645457894,30.427157490059148,35.66179082816798,34.62635950248992,32.11849459280141,31.35181396027177,31.072144911065006,25.19898195523467,35.740452509179235,24.163160070795602,24.20053737441659,32.53166791698308,29.70377247295911,31.261340202476724,24.663515896070372,24.33575278783605,31.73660410179388,29.41110447943905,24.491283321461612,27.605553739057235,24.37278608219608,24.73356241323676,28.53094731885965,28.11502711506987
12,26.849825379315767,27.371689483303324,28.93757717535119,32.17221322369771,35.220395888353465,30.469468614775874,35.23190238884905,33.65988967566395,32.589280744086516,26.108630077030234,35.736965764478384,32.011760211709245,31.86258268589179,29.11338878228316,32.43703728005022,24.57810837251236,30.78439793020707,26.129335207280754,30.94703994752338,25.191785313015078,35.819680281819885,27.652985718718604,33.7211485025812,28.80199777222859,25.32900497282401,27.3697375090658,30.446046930811338,26.078639658037535,28.129921639771627,35.75774663704285,32.267290045228556,34.556027542588986,30.158176867715756,32.73570138792373,24.330875551768063,29.190129212142573,27.79726318967717,29.56041391835896,32.999112391875826,34.377581550341446,26.0466627296753,33.56762250105259,32.812440894034225,32.49834132848709,29.407877096460947,24.35478719000155,30.185654781913875,28.13844066864859,28.762767453629603,28.478626856593003,34.154889118631914,30.654947478456076,25.85344020376769,34.485149076856395,33.742874773444946,35.634257286257856,28.147370681106032,32.239852729681736,26.400592179342297,33.66309827098499
13,31.85192304904824,34.59118079228184,25.328522129832212,34.867572018242825,24.41382985794847,31.093794650085286,31.794646530482737,24.19620844122221,27.08720603814287,27.340618753445806,27.900521309082322,26.00347006127637,27.71066117192745,30.77022703003625,35.629693249635345,29.45838483483658,34.81580788706048,30.83600161460544,25.749648897768783,31.829747610117092,29.30006263623517,27.879814872408613,32.695065295443136,29.35777026037003,31.64053908917965,34.68397161653797,28.080546908033128,35.805386171611794,33.63787639404832,25.040431985894624,24.094072430356942,27.85381676295539,33.019966143223016,25.813098008224287,31.56561971573168,31.70762640980942,25.28079763662469,25.09156963797736,29.900682125339426,25.51608041995009,25.88015956730585,25.38152590536377,29.903751462866406,28.39168612018355,27.599489215425034,30.02089411887368,34.55470052323285,26.70623852992034,28.827377123308448,32.71728834004735,24.1250650027637,30.391078196099986,32.151661262342174,30.54470707213219,29.51421390981821,32.18693351775096,33.08384789356545,32.182183283377036,31.35199471955803,31.483124333429927
14,33.767888621377566,27.802408229818692,32.49076951182491,27.611800878665623,24.989588391097296,30.79895655802038,35.938881689537595,33.04408801089019,26.2205618315652,26.099612732752572,35.52794561026267,25.45711580888159,27.579088504639248,32.912565434773505,34.35326333279772,31.889465202461714,32.249261050521376,24.60681165811565,34.35727378322184,35.634283162348744,31.59504738688108,28.078933615889802,35.064345287558616,25.84455677866791,33.420972237670625,35.83260818141801,26.325124656516827,28.734797728812428,35.68055694075065,31.84274276347445,24.518267340393717,28.226869163400327,35.88484065512926,31.826874908441862,31.96686010900254,29.856496215163798,28.284271870695683,34.38073634136667,33.7661594622905,30.8158281668791,30.765509054331428,26.013976733960906,35.55510773202744,26.09838055931198,33.726798949398514,28.979603788124177,30.22145998185017,27.55745104173132,24.738666116972873,30.80966011601048,35.679296389584216,27.18034205782592,25.89477331423507,27.63314094742933,25.916008902162105,35.88152896674825,31.923247593709984,34.06040181577652,34.804612885903694,24.505021346257656
15,26.309377123922186,35.38166951196765,24.259934777447825,28.24800065349125,34.14762966614741,35.46573540149317,33.69593425733676,32.99003373507874,34.777333731917466,35.21105062467925,31.39391095547937,27.10337602217545,28.993280316913555,27.7391160938362,33.962973940412674,34.9138711045096,32.098370831483194,27.803471366223487,27.19199888783176,24.06933563242477,27.5856913036291,34.77563447372301,24.58434451958935,31.8053225688749,25.98661725269835,35.25597603276873,27.62181242953261,31.47027830491985,27.095534495491012,35.517837622770635,29.692183044101736,35.4858085964872,33.12962385490748,27.969033310501512,26.12424713557077,31.63617177774881,35.509964442115724,29.84656873560593,29.446520407959262,33.686310636755124,28.421804640470533,34.94512486746857,32.183530189983124,25.900755771972413,32.28919830092232,26.09547863302657,33.30459484721826,29.87253153530059,24.30856858380859,28.07112828560393,30.794476991601254,25.514465145672453,25.072314148537288,25.388273669151296,32.08044570160105,29.14901657581345,33.70039831344718,26.870237537115212,32.585681383070586,29.487574412608673
16,32.716422429258685,24.421883611144786,29.5865615745128,29.651843888751998,28.036031493172487,26.91646276178556,34.585696753081514,26.873770478069034,27.568707993044228,25.393944237792287,25.69117809432555,26.06448070917727,28.858731676565878,32.98827146541312,26.343107096048318,34.93302390452226,34.117973497987315,26.039656317718574,34.40751436263489,24.85230277929676,30.006829278389226,26.894126058449483,34.9178673466867,35.51725347439337,25.16284674884975,25.39476243006106,31.813661840055623,27.454514423211798,28.523915604408536,29.096445953434614,24.10036063857871,29.91992722147245,35.22168665759532,24.467839119507552,31.432777246611703,26.29020992153807,30.644143394521585,29.132898464629807,26.150009512624024,30.799459721763267,29.71618153180348,30.011260434956245,31.323098828621568,24.644211923641354,27.90840936067739,26.01153674438116,31.949165629152645,28.028574554577713,26.208464788807248,33.613490067087184,28.27033870599688,28.63896176020459,27.803560085782305,26.73519505733213,32.94984137025546,24.1289518016148,30.47850524932319,30.286937506225208,27.950667975169605,33.753991376705635
17,35.88469926317163,31.575509854445787,31.07762975905052,35.26578721818277,33.578198559800036,28.731430030706946,31.45547899872157,34.73960557215021,25.005101863007532,32.624252308655144,32.4462876594624,26.648068017928047,27.24597270360992,28.08033721210401,31.159693048110718,32.76504798897365,33.57742304720234,33.73381600541054,29.55595306874447,34.58208128460042,29.660621542335946,34.26443700695427,29.883580160249373,31.151540636865906,24.45637945185793,26.66790395596561,24.44128864253903,26.520993566608144,27.629520088027004,24.316152608514795,34.70689292510135,26.822824810634337,33.10377755945447,29.475869632173143,28.947614866099375,30.51764345963884,27.60231452130435,27.25915905211711,31.776520292146454,26.831775621278872,28.534203549311083,25.451685254896326,33.920986467505045,32.84652445385004,35.62755719075877,28.388165618842255,34.520872575400965,27.14481032945841,28.30743201590275,30.434699101739103,35.99107780257046,27.871281688456396,30.087355489238572,26.562610563939423,24.525272301527988,27.126932504756226,26.65626590404121,26.174060274719313,35.09529751848365,32.721874711681345
18,28.32523220126523,29.87453512410732,31.73177052407413,33.78535131459576,26.133013760298578,27.293696867669638,31.552375910208877,26.797099423519192,31.690931129035054,33.957874311287306,35.0456779234563,28.569874259554854,33.54317820769389,29.774147019113702,25.64933704514378,28.40052049039173,30.968442355879674,31.79950188559202,27.56618710496546,24.566141897798715,31.449432626130985,34.44211000085441,28.10329049862229,24.769928936364145,27.078838874510247,31.88180730302136,29.139316691797557,27.588599500092982,27.887678572437725,32.75775605127133,35.59479128245044,27.070665941782927,34.48537316044298,28.054792825035328,32.656018378468914,24.80280940801317,27.02821394793141,28.172283750690752,31.862602396841922,26.601444581942648,29.636896427499398,26.298527446418408,32.74747394495287,29.613119025078394,30.144067565097426,35.98228261321461,25.890168555161466,32.62606905829899,33.139817599632615,30.080495146986586,27.06001743791937,31.876870213953577,31.08290665175993,31.59844786171072,27.593842459283945,34.08043464202429,35.355912573304856,34.33591578844484,32.52150035417769,32.079083975573226
19,34.883685473147146,33.660160009024565,30.035569499307538,33.11029438040141,27.6954748307964,29.024698351215463,27.081562572714386,34.751821312769344,27.17669706290693,31.737521052676577,25.241588951844182,33.39183795014151,30.14509269298692,29.264193678963533,32.66833850077843,29.297437830107192,26.57613151253327,26.669362444588128,25.056956434428624,33.37149730778633,30.790658574907674,26.40141857932079,35.46527627957307,28.60950603088729,33.073405000451714,32.224252534431294,28.721829803584022,31.63819084189085,34.79509605316485,31.282312981934233,29.689748244050836,33.319917052735384,24.798067008148468,34.19602471503167,30.200035750089768,35.15967791487107,35.244388283326465,30.42334335215009,32.902854541933344,24.29119268242464,24.99087184524333,27.78247382428541,26.64116410384315,24.9008125721218,24.12610344158433,34.62110205054203,27.829483737050747,26.539006210441176,28.45111068142306,27.099223981860515,35.134940114950325,26.691981718133587,28.03104979405993,24.838949560710603,29.68819542885825,27.42132207988563,28.059928979040194,24.636784242641568,31.54877807952837,34.78430719888623
20,31.232721947906505,27.477011641224504,33.578426659425716,33.22201252768425,35.24268701154117,32.715922995572754,29.410017842303386,29.13297140358615,24.994017464229522,33.84423733265818,28.229733535458546,30.58273181237581,35.128777213483076,29.136939964362075,25.289808376867317,33.76441957361955,28.42347333897872,27.8281825633614,33.88672320635551,24.95853415202548,26.000670657525358,26.39649942641677,32.83596155458245,30.79060917680664,26.997638910482067,26.639081979716355,25.63991210080913,24.278769821217608,27.88768297318619,24.22300118028859,26.782584700621197,33.86752677554681,26.4027005069178,25.799824165948202,25.190102310834927,26.15675676581911,24.24272305489131,33.482296664856605,28.604582736908355,27.29486382396163,29.238773282034007,27.768509036037912,31.65669266399585,28.563949573677725,32.71702564710535,30.05061164468353,24.718137498520235,27.551939019734665,29.415452713897075,25.93785404230114,30.488021473651514,24.86612462735617,30.13134749855173,28.723489179612326,26.627472441303862,32.161904332757885,29.78312419009611,26.166902958573843,26.95839267994912,32.169447808960534
21,32.89599815264296,25.646888036657664,28.78242154732952,26.304179356435608,33.432997666818125,32.18389167658165,33.27225425166151,34.451100553613884,32.6213025266745,32.60868513867005,27.532288282413283,33.649109919469645,34.10299327514042,35.405264186755744,32.84742640873045,35.936312774779175,30.831777029505254,30.99484868677541,34.710937564501016,30.91378623974905,33.24167181719123,24.894836193741675,34.603157146657466,25.13883473413111,29.39747907466512,33.020094120872194,25.730702371760536,24.9236058417578,28.26521109768264,27.15971793295583,31.104004525052762,29.416223855875412,24.93588715095656,33.518274004953405,29.426003372367926,29.448604646698318,26.80594068678985,30.818118771126386,28.203996599804892,29.283464923232604,28.585772173043523,24.620057097993392,31.12057097170836,34.41060819198492,24.000094450183248,33.53262304957177,30.708595841257022,26.161847708519183,28.542703252202585,25.371004344203982,34.07218250276202,24.074720018332506,30.02668930613639,35.19222442177062,29.94798124083062,27.855619886141657,29.91030705525462,27.137233066030774,31.457446945980468,32.37006976955585
22,27.25015605388321,28.494674748646997,33.50880531107699,32.81526174149369,35.15465833348359,26.799541308767573,32.66909174670306,32.399313082405,32.678015213409665,24.61445292606977,29.766998567019304,31.883416355703996,33.04436653936699,31.137426926888736,31.220901588655405,29.631121128130413,31.06590077755105,31.982495877301034,30.82783771027534,26.769478090719428,32.196753854854066,28.559249819295907,28.141866422697568,29.73956512606786,32.98250471904408,35.40256247109009,33.68426365760969,35.26375219105073,31.404838473637373,29.41848647032354,29.88990511134203,32.08464976177896,30.291889630660425,29.813923436229814,24.23013943470936,30.808961624465734,26.922565631549414,25.992704017973512,26.442327219263483,29.347014432198073,35.177025883594325,31.196705821520464,30.060589372187902,24.51267122448463,33.09996123150328,29.77618214188247,32.599274035652144,27.44757173583095,26.38608407530879,26.915845444359064,25.69395357268012,25.14107122896684,31.13142517077345,33.88014651726162,27.48550895302577,24.031165599941325,29.99404547188644,31.492557988019875,34.018150200134336,35.978527150461424
23,35.84829596709746,31.711475597515964,33.8675403807552,29.1085855910581,35.2512393288804,29.278989223246608,30.376695522810373,30.54350290327541,32.411175364994364,27.424799056310505,31.052284530204414,27.152622417687912,30.957801914536862,33.12017332740887,31.90508684956293,33.586722310854256,29.83368779756489,24.60485548043688,31.659304469520908,28.109997640151054,28.1140060728945,24.388184605904087,24.454386190851192,35.93929088268975,31.316435290081373,24.114978483632946,29.443839526275767,24.64222053918707,27.72870457880537,31.20931328153971,32.67283358618576,35.94860978024005,33.05039324411449,24.664768368615114,30.634940758031348,32.31030108210604,26.96566004828284,31.362605290241127,33.838284707785505,25.80474855923564,24.389764313679624,26.176750291637358,31.27340609572284,25.433832133786513,34.351574982989405,29.27278027519944,30.56598407153545,29.07199387056427,24.223521592046932,27.03773250559591,31.880442313229214,29.113744711430535,33.407923585353394,33.288286801682155,28.336165396466175,25.425827190344528,31.96926810767009,26.15702597150084,24.246315085048362,35.33070938627317
24,33.472765044950144,28.259345601686714,24.36764835981632,26.221315684609657,33.620064169281235,32.24491796945286,29.947959655772568,29.859990892006078,32.81710198049765,24.363779197363726,28.541578528842262,24.97026737106569,34.890941092367235,31.810176427743674,24.55934248676412,25.69899477352616,35.30902943010741,29.320290742604104,30.925084004133968,30.84388130924611,27.092522498629688,35.715423454707114,27.764967088410174,35.381215428034466,26.88364666846761,32.50973059405457,30.111366743210606,32.49995967574349,32.315351941415024,32.0773922368253,29.832603594881004,28.70237157349147,25.145910569556165,27.96534694370638,27.192752836892854,26.036384801618272,24.126299799210983,31.082074808346174,25.385836872759363,26.371047460192823,27.845505670769054,26.221965238816104,30.476041781732512,30.18529783486395,30.973488036805858,28.965455199432977,32.4971701667307,27.582176262590586,26.789404895785488,25.579648188877826,24.570052308586376,29.09954857383329,27.40058738533847,30.76181537464797,33.51313611917434,29.28350004201043,25.814769409325148,25.95876302779857,29.117062818241333,24.979902987835544
25,25.42189394096787,24.81148228382565,32.661897716407516,28.490303242509672,31.50130010731838,30.65144837207821,24.608732094036537,27.63696931800324,26.02677698134193,24.48767417792758,35.23849761388329,29.03203613618741,30.691245335841842,31.03490250146616,30.02834083374977,27.32795612674865,29.225680390022262,30.08017812800172,24.861079264832355,31.049024397479638,31.464928047641138,30.558234423586192,29.542397620611354,31.987352937007,26.137322204499178,25.127655382078682,34.15532390911791,28.236991635548726,35.185584911464574,25.500833925500192,28.528580274400035,25.881681019648752,28.432337542285318,35.43398366715893,29.792943197901465,30.79040143870907,35.46231809447204,29.400410311801647,29.651609313621282,33.12966427102749,25.255701855941577,31.017919289858064,29.11449338500384,26.741054377590995,31.73370331355661,28.995658732844607,30.80610994344854,34.22180920501323,32.69890660331299,28.61294890190144,28.34899329101728,24.60230132912102,26.26576942065476,29.064016850892955,24.794074840065388,35.83867054421535,24.530803058488875,32.71003775098221,35.87101940837301,33.25395169170821
26,25.198999456648203,28.47527117991001,28.44872595245229,27.80143085280969,35.143046650030314,31.727045965595387,30.267898097319986,26.396126475900346,35.86050626203901,31.699521626468805,35.359669698264774,30.82406013761315,33.84436499730572,33.6712363385428,31.367247355796138,25.759636508165606,31.06567141584904,34.87905068579916,32.170648042054,33.50461124365289,34.1095669918327,25.61491857279526,33.72895874875105,24.588274418432288,27.87776332648303,34.427475441167104,29.314753243149944,29.03203098781059,34.61982387847771,30.946330603267274,32.12032348697284,32.94518181455911,31.438514767198363,27.397271307019142,33.58521500479602,30.906335846579037,34.030683072101105,31.179585321965046,34.523263944974474,34.69814582202148,24.01037297050919,35.345910042970765,32.95060436527004,25.42243443623572,33.262694863295394,28.29895503704051,34.4461743517265,33.776788314713656,24.211417574801565,31.551082868951006,27.15250536077074,29.37177198535547,32.24362309094658,31.78080695357728,25.969401243143984,29.39291746130689,26.27749190821465,26.15286052921985,35.67390611035364,33.11724156538238
27,34.64191502699398,32.59734744676293,27.952784811889554,27.314584848713487,34.743973425843265,34.62949715317562,30.809857855010648,25.356581099850477,32.70452151150351,24.273701683056174,27.998861142414928,35.221753817108606,29.542581199132773,31.83591785022711,33.24479083291563,33.55713241138557,26.681893659788198,32.904994575702574,32.37630453602209,34.568051450607875,35.40635216909264,29.25925252794632,29.14976586870036,28.350936384119898,35.68967895921156,26.044482095264012,33.4827075064985,26.22978788480188,31.391951953678593,29.99065541605766,33.646892949478456,35.71242586256214,28.63126259236617,28.43770545230182,35.094272516887735,24.810236145428682,32.99711257678723,34.82500104272071,32.30672799110985,28.12934494835312,30.371476390396037,24.450266414823126,30.34699768043535,27.822845440910807,32.188191647016225,25.019289279249314,32.45381965295758,33.60117879039737,27.38367962253002,33.84859849656813,34.50711413702981,35.0210601958972,24.274555560031715,25.560880249919318,32.297692691799675,29.269266487068965,24.88445991996098,30.60953299067334,25.761822286841692,28.87186512086892
